Id,ItemName,UnitOfMeasurement,Quantity,WarehouseName,AddressingName
78446,FILTRO STARA 7920-4122,12,2,18,003-A-002
78471,FILTRO COMBUSTIVEL MF 883786M91,12,1,18,002-A-001
78528,FILTRO AR FLEETGUARD AF2621,12,5,18,002-A-005
78720,FILTRO COMBUSTIVEL CASE 47437399,12,3,18,003-A-003
78723,FILTRO RESONADOR CASE 47680524,12,3,18,001-A-003
79093,FILTRO VAPOR NH 5801856860,12,9,18,001-A-001
79311,GRAXA MOBILGREASE MP 1KG MB A0009892851,12,6,18,001-A-001
79394,FILTRO AR FENDT F530200091010,12,12,18,001-A-006
79535,FILTRO RESPIRO CASE 47411638,12,1,18,002-A-003
79536,"REFIL ABASTECIMENTO 3/4"" C/ ROSCA EUROFILT RF8 5M",12,2,18,003-A-003
79580,FILTRO COMBUSTIVEL CASE 84597064,12,1,18,001-A-005
79601,FILTRO RESPIRO CASE 5802276802,12,5,18,001-A-004
79664,ELEMENTO FILTRANTE STARA 10150-7270,12,1,18,001-A-001
79677,FILTRO COMBUSTIVEL JD AH162914,12,13,18,002-A-002
79755,FILTRO SECADOR ROYCE RC150038,12,3,18,003-A-003
79804,FILTRO TRANSMISSAO MF 6207974M1,12,2,18,001-A-003
79806,PRE-FILTRO MF 837091130,12,1,18,001-A-003
79809,FILTRO HIDRAULICO MF 3714453M2,12,4,18,001-A-003
80068,FILTRO COMBUSTIVEL CFMOTO 1341,12,1,18,002-A-003
80088,FILTRO AR BRANCO 14000422,12,1,18,003-A-002
80517,GRAXA 9.3GR JD CQM2206023,20,4,18,Vazio
80601,FILTRO LUBRIFICANTE STARA 10150-7512,12,1,18,003-A-002
80787,FILTRO AR VALMET 114810,12,2,18,001-A-002
80979,FILTRO COMBUSTIVEL DONALDSON DBB0248,12,9,18,003-A-001
80980,FILTRO COMBUSTIVEL DONALDSON DBB8665,12,9,18,001-A-002
80981,FILTRO RESPIRO DONALDSON P923075,12,2,18,002-A-002
81052,FILTRO AR MANN CF200/1,12,2,18,02-A-002
81053,FILTRO HIDRAULICO MANN W1374/2,12,4,18,001-A-001
81054,FILTRO COMBUSTIVEL WEGA FCD0296,12,4,18,02-A-002
81055,FILTRO LUBRIFICANTE MANN W920/7,12,3,18,02-A-003
81216,FILTRO COMBUSTIVEL MANN 10002/1X,12,8,18,002-A-004
81328,ELEMENTO MICRONICO COALESCENTE PURO DIESEL FC100,12,1,18,003-A-002
81468,FILTRO HIDRAULICO MF ACP0552980,12,3,18,002-A-002
81551,FILTRO AR VALMET 114870,12,2,18,02-A-003
81623,FILTRO AR MANN C16197,12,4,18,003-A-005
81680,FILTRO AR TURBO FILTRO TR603729,12,11,18,003-A-001
81734,FILTRO LUBRIFICANTE TECFIL PSL639,12,1,18,02-A-003
81922,FILTRO SECADOR JD AT162848,12,1,18,002-A-003
82556,ELEMENTO FILTRANTE STARA 6344-4028-EF,12,7,18,001-A-003
82562,FILTRO COMBUSTIVEL TECFIL PC953,12,1,18,003-A-002
82563,FILTRO LUBRIFICANTE MANN W712/83,12,2,18,003-A-002
82564,OLEO LUBRIFICANTE 5W30 1LT YPF ELAION F50D2,0,8,18,001-A-001
82676,FILTRO COMBUSTIVEL CASE 5801465187,15,1,18,001-A-006
82766,FILTRO OLEO TORNAV 1600-5661860,12,1,18,001-A-003
82837,FILTRO AR JD RE587791,12,1,18,5083
83006,FILTRO AR VALMET 80504901,12,1,18,001-A-002
83033,FILTRO COMBUSTIVEL MF ACP0566280,14,14,18,001-A-005
83125,FILTRO ACUMULADOR FROSS FSA-0061,12,1,18,002-A-005
83325,FILTRO STARA 9100-5039,12,2,18,5088
83485,ELEMENTO JD AT367635,12,6,18,002-A-003
83510,FILTRO COMBUSTIVEL PARKER RH87807Q,12,2,18,001-A-001
83511,FILTRO HIDRAULICO MANN W1265,12,2,18,001-A-004
83608,FILTRO AR FORD D5NN9600J,12,1,18,5088
83613,FILTRO SUCCAO MF 4309646M1,12,1,18,001-A-002
83747,ELEMENTO SECUNDARIO AGRALE 8012101780002,12,1,18,002-A-003
83748,ELEMENTO PRIMARIO AGRALE 8012101781000,12,1,18,002-A-003
83769,FILTRO AR JD RE587792,12,1,18,002-A-005
83891,FILTRO AR MANN C271340,12,7,18,003-A-011
84182,FILTRO AR MANN CF1651,12,2,18,003-A-002
84187,ELEMENTO FILTRANTE FENDT F835100600031,12,3,18,002-A-003
84284,FILTRO AR CASE 87344136,12,2,18,001-A-002
84285,FILTRO COMBUSTIVEL CASE 5802721728,12,6,18,002-A-003
84286,ELEMENTO FILTRANTE CASE 51629287,12,6,18,001-A-003
84287,FILTRO HIDRAULICO CASE 48023454,12,4,18,003-A-003
84288,FILTRO LUBRIFICANTE CASE 84221215,12,6,18,002-A-001
84503,FILTRO AR TECNOAR FBO2205,12,3,18,5088
85068,FILTRO OLEO HIDRAULICO CASE 47628831,12,2,18,001-A-002
85069,FILTRO OLEOS MINERAIS CASE 47628830,12,2,18,001-A-004
85070,FILTRO HIDRAULICO CASE 47427164,12,2,18,003-A-005
85072,ELEMENTO FILTRO AR CASE 87682990,12,3,18,002-A-005
85073,ELEMENTO FILTRO AR CASE 87683000,12,3,18,001-A-004
85631,FILTRO JD PMLST2100SS,12,5,18,5089
85632,FILTRO JD PMLST280SS,12,15,18,003-A-002
86630,FILTRO AR WEGA WAP185/S,12,5,18,003-A-001
86755,FILTRO COMPRESSOR PECAS 827331,12,1,18,003-A-002
87091,FILTRO OLEO KAWASAKI 490650718,12,1,18,002-A-002
87692,ELEMENTO FILTRANTE CNH 84577086,12,1,18,001-A-008
87831,FILTRO AR VOLVO 21436535,12,1,18,5086
88079,FILTRO COMBUSTIVEL FLEETGUARD FS19861,12,7,18,002-A-004
88288,FILTRO HIDRAULICO JD AN207368,12,4,18,002-A-004
88289,FILTRO LUBRFICANTE JD RE572785,12,2,18,001-A-008
88290,FILTRO COMBUSTIVEL JD RE532952,12,2,18,001-A-008
88322,FILTRO AR CASE 47688952,12,1,18,001-A-002
88359,FILTRO AR PLANT+ RE199681,12,10,18,003-A-008
88365,FILTRO COMBUSTIVEL DONALDSON P551422,12,1,18,Vazio
88450,OLEO SUSPENSAO 1L MAXON ATF DEXRON III,0,1,18,5084
88632,FILTRO RESPIRO DONALDSON P550127,12,6,18,001-A-002
88703,FILTRO AR STARA 6344-4028,13,1,18,003-A-003
88747,FILTRO FLEETGUARD FF5226,12,10,18,002-A-003
89268,OLEO FLUIDO SUSPENSAO PRO 500ML HONDA 08233LUB010,0,2,18,001-A-001
89511,FILTRO PRIMARIO AR MOTOR CASE 90329004,12,1,18,001-A-006
89512,FILTRO AR CASE 84577445,12,1,18,001-A-006
89778,FILTRO JD L214634,12,6,18,001-A-004
89779,FILTRO OLEO HIDRAULICO JD AXE12964,12,8,18,003-A-005
89909,FILTRO COMBUSTIVEL WEGA FCI1660,12,1,18,001-A-003
89989,FILTRO SECADOR ROYCE RC150093,12,1,18,002-A-004
90015,FILTRO LUBRIFICANTE YANMAR 129150351,12,2,18,003-A-004
90528,FILTRO JD AKK23814,12,3,18,002-A-002
90861,FILTRO SUCCAO FTS45 PARKER HDA FTS045A,12,3,18,01-A-005
90862,FILTRO OLEO HID HDA 011749 PARKER HDA 011749-010FV,12,4,18,002-A-002
91140,FILTRO AR NH 51413054,12,1,18,003-A-005
91141,FILTRO AR NH 51553616,12,1,18,003-A-002
91144,FILTRO OLEO HIDRAULICO NH 48028736,12,4,18,003-A-005
91145,FILTRO AR NH 48028811,12,1,18,001-A-003
91177,ELEMENTO FILTRO SUPORTE COMPRESSOR FENIX 705,0,1,18,003-A-002
91178,SUPORTE FILTRO COMPRESSOR REMAC MCR5375,12,1,18,003-A-002
91240,FILTRO COMBUSTIVEL YANMAR 016732,12,1,18,003-A-002
91404,OLEO LUBRIFICANTE 5W30 FLEX ECONOMY SM 1LT PETROL 29179,0,18,18,001-A-004
91571,ADAPTADOR VOLVO VO23867574,12,1,18,002-A-004
91977,OLEO LUBRIFICANTE 4T 20W50 1LT ADVANCE SHELL AX5,0,172,18,01-A-007
92139,FILTRO AR INTERNO FLEETGUARD 2S0129620C,12,2,18,003-A-002
92148,FILTRO OLEO MOTOR FENDT H218PF150002A,12,3,18,002-A-003
92150,ELEMENTO FILTRO AR PRIMARIO FENDT H218PF1525010,12,6,18,003-A-011
92151,ELEMENTO FILTRO AR SECUNDARIO FENDT H218PF1525020,12,5,18,002-A-005
92152,ELEMENTO FILTRO POS TRATAMENTO ARLA FENDT H218PF153008A,12,7,18,003-A-003
92153,FILTRO ALTA PRESSAO EIXO DIANTEIRO FENDT H218PH0520190,12,4,18,03-A-002
92211,FILTRO OLEO JD DZ118286,12,224,18,003-A-001
93059,FILTRO AR 143RII BRANCO FURO PEQUENO HUSQVARNA 587930701,12,3,18,Vazio
93235,FILTRO AR DONALDSON P609445,12,2,18,002-A-005
93682,FILTRO CABINE AKX2108 ACP907 - WEGA,12,1,18,001-A-002
94716,OLEO LUBRIFICANTE AMBRA HYPOIDE 90 GEAR LUBE 1 LT,6,3,18,01-A-001
94870,OLEO TRANSMISSAO 15W40 41085855 MASSEY FERGUSON 20LT,22,3,18,Vazio
95861,FILTRO COMBUSTIVEL HUSQVARNA 503443201,12,3,18,Vazio
