Produto,Descrição Produto,E/S,Depósito,Qtde Mov,Data Digitação
59488,FAROL JD AXE16947,S,2,2.00000,2022-12-19 08:20:00
24740,PARAFUSO JD PF11600,S,2,2.00000,2022-12-19 08:15:00
52999,LUVA JD AH124878,S,2,1.00000,2022-12-19 08:14:00
11188,"CHAVE CRUZADA 1/8""X6"" 160 GEDORE 036334",S,2,1.00000,2022-12-19 16:06:00
11774,"CHAVE COMBINADA 1"" 1B GEDORE 002564",S,2,1.00000,2022-12-19 16:08:00
57324,"TORNEIRA ESFERA 1/2"" LORENZETTI 1130C12",S,2,1.00000,2022-12-19 15:07:00
95826,VELA IGNICAO B8HS NGK,S,2,1.00000,2022-12-19 13:46:00
86976,CINTA STARA 7955-4002,S,2,1.00000,2022-12-19 15:49:00
95077,MOTORREDUTOR ENGRENAGEM CONICA 9032.1AXZ,S,2,2.00000,2022-12-19 14:51:00
24740,PARAFUSO JD PF11600,S,2,1.00000,2022-12-19 08:16:00
35589,RETENTOR STARA 7410-4288-RE1,S,2,2.00000,2022-12-19 15:48:00
95289,TERMINAL GRAXA FF 0504 1/2  KVFLEX,S,2,2.00000,2022-12-19 15:21:00
85652,PELICULA VIDRO CELULAR 3D SAMSUNG GALAXY A03S,S,2,3.00000,2022-12-19 15:01:00
96109,TINTA FLEET LAZUURIL PU VERDE JOHN DEERE 3.6LT,S,2,2.00000,2022-12-19 16:09:00
56124,CABO PP 7X1MM,S,2,5.00000,2022-12-19 16:10:00
69427,RELE DNI DNI0226,S,2,2.00000,2022-12-19 15:11:00
82257,FITA ADESIVA TRANSPARENTE 45X40MT 710 ADERE 11053230162,S,2,10.00000,2022-12-19 16:06:00
31254,SILICONE BLACK 70GR 598 LOCTITE 284468,S,2,1.00000,2022-12-19 15:24:00
14959,ROLAMENTO JD AH96585,S,2,2.00000,2022-12-19 08:28:00
25953,ROLAMENTO MANCAL FAG UC212,S,2,2.00000,2022-12-19 15:17:00
95826,VELA IGNICAO B8HS NGK,S,2,1.00000,2022-12-19 13:46:00
62067,LANTERNA GF GF-2171,S,2,2.00000,2022-12-19 15:11:00
69992,PALHETA STARA 7955-3193,S,2,1.00000,2022-12-19 14:06:00
80748,ALETA JD H236607,S,2,1.00000,2022-12-19 16:15:00
95975,PALHETA 7955-3262 STARA,S,2,1.00000,2022-12-19 14:09:00
96053,TUBULACAO JD RE590610,S,2,1.00000,2022-12-19 15:29:00
93551,RADIADOR OLEO 597 - VISCONDE,S,2,1.00000,2022-12-19 15:07:00
93694,CABO A ACELERADOR 17910KVSJ21 - HONDA,S,2,1.00000,2022-12-19 15:17:00
86298,EIXO JD AH206707,S,2,1.00000,2022-12-19 14:14:00
59079,ENGRENAGEM JD KK12535,S,2,4.00000,2022-12-19 08:35:00
14960,VEDACAO JD AH90963,S,2,1.00000,2022-12-19 08:28:00
64579,REPARO PARTIDA GBUSCH GB10913,S,2,1.00000,2022-12-19 15:11:00
85674,CHAPA EXPANDIDA 3000X1200 MALHA 5X1/4,S,2,6.00000,2022-12-19 13:41:00
86391,PERNEIRA 5 TALAS NEXUS 3 TALAS FRONTAIS 2 TALAS LATERAIS,S,2,12.00000,2022-12-19 11:19:00
55302,VEDA JD CQM20074,S,2,1.00000,2022-12-19 16:13:00
26239,ROLAMENTO JD JD8524,S,2,2.00000,2022-12-19 10:20:00
95826,VELA IGNICAO B8HS NGK,S,2,1.00000,2022-12-19 13:47:00
93695,CABO B ACELERADOR 17920KVSJ21 - HONDA,S,2,1.00000,2022-12-19 15:17:00
53978,"BARRA CHATA 2"" X 1/4"" 6MT",S,2,4.00000,2022-12-19 13:40:00
42231,"PERFIL ""U"" 75 X 40 X 15MM",S,2,10.00000,2022-12-19 13:46:00
52999,LUVA JD AH124878,S,2,1.00000,2022-12-19 10:20:00
05088,BICO GRAXEIRO 10MM RETO,S,2,5.00000,2022-12-19 16:17:00
26239,ROLAMENTO JD JD8524,S,2,2.00000,2022-12-19 10:23:00
95826,VELA IGNICAO B8HS NGK,S,2,1.00000,2022-12-19 13:47:00
93695,CABO B ACELERADOR 17920KVSJ21 - HONDA,S,2,1.00000,2022-12-19 15:18:00
42231,"PERFIL ""U"" 75 X 40 X 15MM",S,2,50.00000,2022-12-19 13:46:00
05088,BICO GRAXEIRO 10MM RETO,S,2,15.00000,2022-12-19 16:18:00
26239,ROLAMENTO JD JD8524,S,2,2.00000,2022-12-19 10:24:00
14959,ROLAMENTO JD AH96585,S,2,2.00000,2022-12-19 08:30:00
81923,BARRA ACO TREFILADO RENDONDO 1045 AZ 30MM 6MT,S,2,1.00000,2022-12-19 13:38:00
95826,VELA IGNICAO B8HS NGK,S,2,1.00000,2022-12-19 13:47:00
27172,TORNEIRA PLASTICO COROTE 5/8 HERC,S,2,1.00000,2022-12-19 16:12:00
95981,PORTA JD H152546,S,2,1.00000,2022-12-19 16:16:00
14960,VEDACAO JD AH90963,S,2,1.00000,2022-12-19 10:20:00
81923,BARRA ACO TREFILADO RENDONDO 1045 AZ 30MM 6MT,S,2,1.00000,2022-12-19 13:38:00
95826,VELA IGNICAO B8HS NGK,S,2,1.00000,2022-12-19 13:47:00
27172,TORNEIRA PLASTICO COROTE 5/8 HERC,S,2,1.00000,2022-12-19 16:12:00
95826,VELA IGNICAO B8HS NGK,S,2,1.00000,2022-12-19 13:48:00
95826,VELA IGNICAO B8HS NGK,S,2,1.00000,2022-12-19 13:48:00
52999,LUVA JD AH124878,S,2,1.00000,2022-12-19 15:25:00
95826,VELA IGNICAO B8HS NGK,S,2,1.00000,2022-12-19 13:48:00
95826,VELA IGNICAO B8HS NGK,S,2,1.00000,2022-12-19 13:49:00
18578,FILTRO LUBRIFICANTE JD RE509672,S,18,1.00000,2022-12-20 08:07:00
05901,FILTRO COMBUSTIVEL JD RE522878,S,18,1.00000,2022-12-20 16:13:00
02490,FILTRO AR JD AH115833,S,18,1.00000,2022-12-20 14:20:00
52945,FILTRO COMBUSTIVEL JD RE541922,S,18,1.00000,2022-12-20 16:13:00
36734,FILTRO AR JD H220870,S,18,1.00000,2022-12-20 08:07:00
37250,REFIL EURO 400 1 MICRA EUROFILT  RF400BR 1M,S,18,1.00000,2022-12-20 14:20:00
18576,FILTRO COMBUSTIVEL JD RE525523,S,18,1.00000,2022-12-20 14:20:00
18885,FILTRO AR JD AH212295,S,18,1.00000,2022-12-20 14:20:00
18884,FILTRO AR JD AH222225,S,18,1.00000,2022-12-20 14:20:00
80979,FILTRO COMBUSTIVEL DONALDSON DBB0248,S,18,1.00000,2022-12-20 15:47:00
80980,FILTRO COMBUSTIVEL DONALDSON DBB8665,S,18,1.00000,2022-12-20 15:47:00
59095,FILTRO AR HONDA 17211KWGB00,S,18,2.00000,2022-12-20 06:59:00
01072,FILTRO HIDRAULICO JD AH128449,S,18,2.00000,2022-12-20 14:20:00
59183,OLEO LUBRIFICANTE 2 TEMPO 500ML HUSQVARNA 575012802,S,18,1.00000,2022-12-20 14:18:00
69808,OLEO LUBRIFICANTE 10W30 4T HONDA 08233M99024,S,18,1.00000,2022-12-20 06:59:00
56690,LANTERNA CABECA INVICTUS CAVE-T6,S,2,1.00000,2022-12-20 16:06:00
57262,BICO PNEUMATICO LIMPEZA NYLON ARPREX 10203000,S,2,1.00000,2022-12-20 07:59:00
58781,SABONETE LIQUIDO ERVA DOCE 5LT PREMISSE DEOLINE C10304,S,2,1.00000,2022-12-20 17:40:00
31329,VASSOURA NYLON SANTA MARIA 958,S,2,2.00000,2022-12-20 17:40:00
64495,LIMPADOR AR CONDICIONADO CLASSIC 200ML ORBI 5979,S,2,2.00000,2022-12-20 09:15:00
85432,PAPEL HIGIENICO FOLHA DUPLA SELETTO 200MT,S,2,4.00000,2022-12-20 17:40:00
14189,TINTA SPRAY MULTIUSO BRANCO FOSCO 400ML EUCATEX 7710801.71,S,2,3.00000,2022-12-20 10:18:00
08716,TINTA SPRAY MULTIUSO PRETO FOSCO 400ML EUCATEX 7710808.71,S,2,3.00000,2022-12-20 09:18:00
42461,MANTA ASFALTICA FITA 20CMX10M,S,2,1.00000,2022-12-20 09:29:00
65659,LAMPADA 24V 21W 67 LED BRANCO AUTOPOLI AP330,S,2,2.00000,2022-12-20 09:44:00
10557,CABO FLEXIVEL VERDE 2.5MM,S,2,20.00000,2022-12-20 09:17:00
08687,CABO FLEXIVEL PRETO 4MM,S,2,20.00000,2022-12-20 09:17:00
47128,DISJUNTOR TRIPOLAR 40A MPW40-3-U032 WEG 12428131,S,2,1.00000,2022-12-20 16:12:00
77658,PLUGUE MACHO 2P+T 10A 250V CINZA EXTERNA MEC-TRONIC 39219,S,2,1.00000,2022-12-20 08:00:00
59297,LAMPADA BULBO LED BIVOLT 20W E27 EMPALUX AL20662,S,2,1.00000,2022-12-20 09:18:00
64227,SENSOR BAIONETA Ø 8.0 X 2.0MT MATISA 313020,S,2,1.00000,2022-12-20 15:25:00
35738,FITA ISOLANTE SCOTCH 33+ 19X20MT 3M H0002243782,S,2,2.00000,2022-12-20 08:42:00
72137,CONECTOR PERFURANTE INTELLI CDP-150-35,S,2,4.00000,2022-12-20 09:18:00
07653,REGUA TRANSPARENTE 30CM DELLO 3100H0096,S,2,1.00000,2022-12-20 11:12:00
68253,FITA CREPE USO GERAL 48X50MT 423 ADERE 00355200130,S,2,1.00000,2022-12-20 13:47:00
76884,PLUGUE FEMEA 2P+T 10A 250V CINZA EXTERNA MEC-TRONIC 39009,S,2,1.00000,2022-12-20 08:00:00
84861,LIMPA CONTATO ELETRICO 300ML ORBI 7,S,2,1.00000,2022-12-20 09:06:00
89047,COLA ADESIVO 200 GR AMAZONAS AM02,S,2,1.00000,2022-12-20 06:57:00
53707,ESTANHO SOLDA FIO 1.5MM 500GR VONDER 7451505015,S,2,1.00000,2022-12-20 08:42:00
15941,LIXA FERRO 225 X 275MM GR 80 3M HC000602017,S,2,2.00000,2022-12-20 13:22:00
60910,DESENGRIPANTE 321ML MUNDIAL PRIME AE03000022,S,2,2.00000,2022-12-20 13:22:00
09252,"DISCO CORTE 7""X1/16""X7/8""  DEWALT DW8065AR",S,2,5.00000,2022-12-20 07:44:00
76253,"DISCO CORTE 4.1/2""X3/64""X7/8"" DEWALT DW84401",S,2,10.00000,2022-12-20 07:44:00
81155,ADESIVO CONTATO 2.8KG EXTRA DUN DUN 90CCDD002,S,2,10.00000,2022-12-20 14:00:00
02154,CORREIA LISA TRANSPOWER A81,S,2,4.00000,2022-12-20 09:40:00
17061,CAMARA HONDA 42712MAN630,S,2,1.00000,2022-12-20 13:39:00
30897,CAMARA AR 13.6-38 TR218A TORTUGA AG2338,S,2,1.00000,2022-12-20 09:09:00
38693,ROLAMENTO BOSCH F00M990405,S,2,1.00000,2022-12-20 06:57:00
45504,ROLAMENTO ESFERA NSK B1799T1XDDG8,S,2,1.00000,2022-12-20 06:57:00
38611,ROLAMENTO ESFERA SKF 6303 2Z C3,S,2,2.00000,2022-12-20 16:28:00
41088,ROLAMENTO ESFERA FAG 6005 2RS,S,2,2.00000,2022-12-20 06:57:00
35817,ROLAMENTO STARA 9100-3241,S,2,2.00000,2022-12-20 06:58:00
03464,ROLAMENTO JD RE61190,S,2,2.00000,2022-12-20 15:59:00
55424,LAMPADA 24V 70W H1 PHILIPS 13258C1,S,2,1.00000,2022-12-20 16:26:00
64584,LAMPADA 24V 70W H7 PHILIPS 13972C1,S,2,1.00000,2022-12-20 16:26:00
11027,SENSOR JD AH116104,S,2,1.00000,2022-12-20 08:43:00
31669,LANTERNA JD AL210180,S,2,1.00000,2022-12-20 16:25:00
19045,MOTOR JD RE151494,S,2,1.00000,2022-12-20 06:59:00
55430,LAMPADA 12V 21W 1141 PHILIPS 12498CI,S,2,2.00000,2022-12-20 16:25:00
55360,LAMPADA 12V 21W 1034 PHILIPS 12499CI,S,2,2.00000,2022-12-20 16:25:00
09985,GARRA BATERIA 100A PRETO OSPINA 111185,S,2,2.00000,2022-12-20 15:49:00
09984,GARRA BATERIA 100A VERMELHO OSPINA 111185,S,2,2.00000,2022-12-20 15:49:00
02474,FUSIVEL LAMINA MEDIO 10A AMS 16010,S,2,10.00000,2022-12-20 09:44:00
57122,"CONECTOR MACHO 1/4"" X 1/4"" HALBAR 0114-AL",S,2,1.00000,2022-12-20 07:59:00
75365,RETROVISOR GVS 4776,S,2,1.00000,2022-12-20 13:49:00
76527,CONEXAO STARA 9100-1057,S,2,1.00000,2022-12-20 15:58:00
77134,MANETE HONDA 53178KRHD20,S,2,1.00000,2022-12-20 13:48:00
68171,RETROVISOR JD AL225505,S,2,1.00000,2022-12-20 09:14:00
41166,CABO JD RE185504,S,2,1.00000,2022-12-20 11:13:00
57250,EMBOLO JD AXE16722,S,2,1.00000,2022-12-20 06:58:00
50337,PEDAL JD  RE324865,S,2,1.00000,2022-12-20 09:14:00
39410,REBITE LONA FREIO 13X16,S,2,100.00000,2022-12-20 06:57:00
49013,BUCHA JD H169373,S,2,11.00000,2022-12-20 09:19:00
63181,JUNTA JD DZ109633,S,2,1.00000,2022-12-20 06:57:00
64132,"ELETRODUTO CORRUGADO 1"" X 32MM PRETO C/ GUIA PLASTIBRAS 000789",S,2,4.00000,2022-12-20 15:18:00
82577,"TUBO FLEXIVEL TRANSPARENTE 1.1/4"" KANAFLEX KM-ST",S,2,10.00000,2022-12-20 13:09:00
36495,"MANGUEIRA HIDRAULICA 1/4"" 2 TA 6500 PSI AEROQUIP GH7814",S,2,10.80000,2022-12-20 10:54:80
72541,MOLA STARA 6344-4008,S,2,1.00000,2022-12-20 15:58:00
86001,PORCA SEXTAVADO 19MM MB,S,2,2.00000,2022-12-20 11:13:00
26743,PORCA JD H104418,S,2,4.00000,2022-12-20 11:13:00
02097,"PORCA SEXTAVADO 5/8"" MA",S,2,6.00000,2022-12-20 09:47:00
04280,"PORCA TRAVANTE 5/8"" MA",S,2,6.00000,2022-12-20 09:47:00
01628,"PARAFUSO SEXTAVADO 5/8""X5"" MA RP 8.8",S,2,6.00000,2022-12-20 09:46:00
34618,PARAFUSO PHILIPS ROSCA SOBERBA 4.8X45MM,S,2,50.00000,2022-12-20 15:50:00
50315,PLACA JD AH209883,S,2,1.00000,2022-12-20 09:19:00
33243,RETENTOR STARA 9100-3118,S,2,2.00000,2022-12-20 06:58:00
00990,RETENTOR 28.00 X 40.00 X 7.00 SABO 01495BR,S,2,2.00000,2022-12-20 13:20:00
47180,RETENTOR JD AH225672,S,2,2.00000,2022-12-20 08:43:00
47181,RETENTOR JD AH225673,S,2,3.00000,2022-12-20 08:43:00
80031,PASTILHA FREIO TR HONDA 06435KREG32,S,2,1.00000,2022-12-20 08:25:00
69193,LONA FREIO FRASLE MB185/AF600,S,2,1.00000,2022-12-20 06:57:00
70366,PASTILHA HONDA 06455KREK01,S,2,1.00000,2022-12-20 08:26:00
56386,CONEXAO HIDRAULICA AEROQUIP 4SA16FR12,S,2,1.00000,2022-12-20 07:47:00
36294,CONEXAO HIDRAULICA AEROQUIP 1AA4FR4,S,2,2.00000,2022-12-20 10:53:00
92771,CONEXAO RETA 1/4 AEROQUIP 204111404,S,2,2.00000,2022-12-20 10:54:00
92772,CONEXAO 90º 1/4 AEROQUIP 204911404,S,2,2.00000,2022-12-20 10:54:00
73460,CONEXAO HIDRAULICA EATON WINNER 205112408TZF,S,2,2.00000,2022-12-20 10:55:00
36273,CONEXAO HIDRAULICA AEROQUIP 1AA12MJ12,S,2,2.00000,2022-12-20 16:22:00
36420,CONEXAO HIDRAULICA AEROQUIP 1A12DSB8,S,2,2.00000,2022-12-20 10:55:00
10153,"ABRACADEIRA 1/2"" X 5/8"" - 12 X 16MM MATRIX I091216",S,2,2.00000,2022-12-20 08:44:00
78792,ABRACADEIRA NYLON PRETA 400X4.8MM,S,2,200.00000,2022-12-20 13:11:00
78337,ABRACADEIRA ACO 24/15 FOCKINK 327577,S,2,200.00000,2022-12-20 10:42:00
78519,"ESPIGAO AR MACHO 1/4"" X 1/4"" HALTBAR 14334",S,2,2.00000,2022-12-20 08:43:00
12226,"ENGATE RAPIDO MANGUEIRA AR ESFERAS 1/4"" HALTBAR 1014-AL",S,2,2.00000,2022-12-20 08:43:00
95982,PENEIRA JD AH214103,S,2,1.00000,2022-12-20 09:19:00
95897,PENEIRA JD AH214104,S,2,1.00000,2022-12-20 09:19:00
77094,ESTICADOR HONDA 40543KREA70,S,2,1.00000,2022-12-20 11:13:00
50038,RESPIRADOR ADVANTAGE 200 G MSA 218067,S,2,1.00000,2022-12-20 11:11:00
07723,BOTINA SEGURANCA C/ BIQUEIRA ACO Nº46 BSP/BRACOL/FUJIWARA BEFS,S,2,2.00000,2022-12-20 11:11:00
68040,BOTINA SEGURANCA C/ BIQUEIRA ACO Nº45 BSP/BRACOL/FUJIWARA BEFS,S,2,2.00000,2022-12-20 11:11:00
49350,BOTINA SEGURANCA C/ BIQUEIRA ACO Nº43 BSP/BRACOL/FUJIWARA BEFS,S,2,4.00000,2022-12-20 11:11:00
83091,MACACAO AGROGOLD 50 LAVADAS REPTEC M,S,2,5.00000,2022-12-20 11:11:00
83392,PROTETOR CONCHA MUFFLER HB004363592,S,2,6.00000,2022-12-20 11:11:00
94938,MACACAO TNT TYVEK BRANCO TAM M CA 34.187,S,2,10.00000,2022-12-20 07:39:00
94939,MACACAO TNT TYVEK BRANCO TAM XG CA 34.187,S,2,10.00000,2022-12-20 07:39:00
43885,CARNEIRA C/ JUGULAR CAPACETE SEGURANCA MSA 311687,S,2,10.00000,2022-12-20 11:11:00
51549,ABAFADOR RUIDO XLS MSA 216746,S,2,16.00000,2022-12-20 11:11:00
73613,LUVA LATEX NITRILICA VERDE GG NITREX 840 DELTAPLUS VE840VE10,S,2,25.00000,2022-12-20 11:11:00
64495,LIMPADOR AR CONDICIONADO CLASSIC 200ML ORBI 5979,S,2,2.00000,2022-12-20 09:15:00
42461,MANTA ASFALTICA FITA 20CMX10M,S,2,2.00000,2022-12-20 14:33:00
10557,CABO FLEXIVEL VERDE 2.5MM,S,2,2.50000,2022-12-20 09:29:50
08687,CABO FLEXIVEL PRETO 4MM,S,2,2.50000,2022-12-20 09:29:50
35738,FITA ISOLANTE SCOTCH 33+ 19X20MT 3M H0002243782,S,2,1.00000,2022-12-20 09:17:00
72137,CONECTOR PERFURANTE INTELLI CDP-150-35,S,2,3.00000,2022-12-20 09:29:00
84861,LIMPA CONTATO ELETRICO 300ML ORBI 7,S,2,1.00000,2022-12-20 09:44:00
38693,ROLAMENTO BOSCH F00M990405,S,2,1.00000,2022-12-20 06:58:00
45504,ROLAMENTO ESFERA NSK B1799T1XDDG8,S,2,1.00000,2022-12-20 06:58:00
41088,ROLAMENTO ESFERA FAG 6005 2RS,S,2,2.00000,2022-12-20 06:58:00
11027,SENSOR JD AH116104,S,2,1.00000,2022-12-20 09:28:00
69992,PALHETA STARA 7955-3193,S,2,1.00000,2022-12-20 11:05:00
57122,"CONECTOR MACHO 1/4"" X 1/4"" HALBAR 0114-AL",S,2,2.00000,2022-12-20 08:43:00
93695,CABO B ACELERADOR 17920KVSJ21 - HONDA,S,2,1.00000,2022-12-20 10:54:00
00990,RETENTOR 28.00 X 40.00 X 7.00 SABO 01495BR,S,2,1.00000,2022-12-20 16:26:00
80031,PASTILHA FREIO TR HONDA 06435KREG32,S,2,1.00000,2022-12-20 08:26:00
70366,PASTILHA HONDA 06455KREK01,S,2,1.00000,2022-12-20 08:26:00
95982,PENEIRA JD AH214103,S,2,1.00000,2022-12-20 09:19:00
95897,PENEIRA JD AH214104,S,2,1.00000,2022-12-20 09:19:00
18578,FILTRO LUBRIFICANTE JD RE509672,S,18,1.00000,2022-12-20 14:20:00
02490,FILTRO AR JD AH115833,S,18,1.00000,2022-12-20 16:17:00
36734,FILTRO AR JD H220870,S,18,1.00000,2022-12-20 14:20:00
18576,FILTRO COMBUSTIVEL JD RE525523,S,18,1.00000,2022-12-20 16:17:00
18885,FILTRO AR JD AH212295,S,18,1.00000,2022-12-20 16:17:00
18884,FILTRO AR JD AH222225,S,18,1.00000,2022-12-20 16:17:00
01072,FILTRO HIDRAULICO JD AH128449,S,18,2.00000,2022-12-20 16:17:00
69808,OLEO LUBRIFICANTE 10W30 4T HONDA 08233M99024,S,18,1.00000,2022-12-20 08:04:00
35296,CHAVE ALLEN CURTA 2.5MM 42 GEDORE 012003,S,2,2.00000,2022-12-20 09:32:00
64495,LIMPADOR AR CONDICIONADO CLASSIC 200ML ORBI 5979,S,2,2.00000,2022-12-20 09:18:00
38693,ROLAMENTO BOSCH F00M990405,S,2,1.00000,2022-12-20 13:50:00
41088,ROLAMENTO ESFERA FAG 6005 2RS,S,2,2.00000,2022-12-20 13:51:00
70447,RELACAO HONDA H0640KREG00,S,2,1.00000,2022-12-20 10:53:00
69992,PALHETA STARA 7955-3193,S,2,1.00000,2022-12-20 11:06:00
80031,PASTILHA FREIO TR HONDA 06435KREG32,S,2,1.00000,2022-12-20 08:38:00
70366,PASTILHA HONDA 06455KREK01,S,2,1.00000,2022-12-20 08:38:00
64495,LIMPADOR AR CONDICIONADO CLASSIC 200ML ORBI 5979,S,2,2.00000,2022-12-20 09:18:00
38693,ROLAMENTO BOSCH F00M990405,S,2,1.00000,2022-12-20 13:51:00
45504,ROLAMENTO ESFERA NSK B1799T1XDDG8,S,2,1.00000,2022-12-20 13:51:00
70447,RELACAO HONDA H0640KREG00,S,2,1.00000,2022-12-20 13:48:00
80031,PASTILHA FREIO TR HONDA 06435KREG32,S,2,1.00000,2022-12-20 16:25:00
18578,FILTRO LUBRIFICANTE JD RE509672,S,18,1.00000,2022-12-20 16:17:00
02490,FILTRO AR JD AH115833,S,18,1.00000,2022-12-20 16:21:00
36734,FILTRO AR JD H220870,S,18,1.00000,2022-12-20 16:17:00
18576,FILTRO COMBUSTIVEL JD RE525523,S,18,1.00000,2022-12-20 16:21:00
18885,FILTRO AR JD AH212295,S,18,1.00000,2022-12-20 16:21:00
18884,FILTRO AR JD AH222225,S,18,1.00000,2022-12-20 16:21:00
01072,FILTRO HIDRAULICO JD AH128449,S,18,2.00000,2022-12-20 16:21:00
64495,LIMPADOR AR CONDICIONADO CLASSIC 200ML ORBI 5979,S,2,2.00000,2022-12-20 09:18:00
41088,ROLAMENTO ESFERA FAG 6005 2RS,S,2,2.00000,2022-12-20 16:02:00
80031,PASTILHA FREIO TR HONDA 06435KREG32,S,2,1.00000,2022-12-20 16:46:00
64495,LIMPADOR AR CONDICIONADO CLASSIC 200ML ORBI 5979,S,2,2.00000,2022-12-20 09:19:00
81581,ROLAMENTO STARA 9100-3294,S,2,1.00000,2022-12-20 15:23:00
41088,ROLAMENTO ESFERA FAG 6005 2RS,S,2,2.00000,2022-12-20 16:05:00
96162,BOMBA AGUA MWM 961207310034,S,2,1.00000,2022-12-20 15:33:00
96136,SENSOR STARA 7310-5996,S,2,1.00000,2022-12-20 15:23:00
75653,PALHETA STARA 7979-4247,S,2,1.00000,2022-12-20 15:28:00
82231,CINTA STARA 7955-3180,S,2,1.00000,2022-12-20 15:23:00
87384,COXIM STARA  7955-4252,S,2,4.00000,2022-12-20 15:18:00
82235,BUCHA STARA 7920-1317,S,2,1.00000,2022-12-20 15:23:00
88001,MOLA STARA 7979-4216,S,2,1.00000,2022-12-20 15:26:00
89150,MOLA STARA 7940-3291,S,2,2.00000,2022-12-20 15:23:00
82228,MOLA STARA 7955-4164,S,2,4.00000,2022-12-20 15:26:00
03380,PORCA TRAVANTE 20MM MA,S,2,2.00000,2022-12-20 15:36:00
75626,PARAFUSO SEXTAVADO 22X80MM MA RP 8.8,S,2,2.00000,2022-12-20 15:18:00
02107,PORCA TRAVANTE 8MM MA,S,2,10.00000,2022-12-20 15:36:00
75680,PARAFUSO JD DZ110495,S,2,24.00000,2022-12-20 15:32:00
88004,VEDACAO JD DZ111356,S,2,1.00000,2022-12-20 15:32:00
70366,PASTILHA HONDA 06455KREK01,S,2,1.00000,2022-12-20 10:53:00
44898,TERMINAL STARA 7911-4106,S,2,1.00000,2022-12-20 15:23:00
87659,HELICE STARA 7940-4177,S,2,1.00000,2022-12-20 15:18:00
18578,FILTRO LUBRIFICANTE JD RE509672,S,18,1.00000,2022-12-20 16:21:00
36734,FILTRO AR JD H220870,S,18,1.00000,2022-12-20 16:21:00
64495,LIMPADOR AR CONDICIONADO CLASSIC 200ML ORBI 5979,S,2,2.00000,2022-12-20 09:20:00
70366,PASTILHA HONDA 06455KREK01,S,2,1.00000,2022-12-20 16:25:00
64495,LIMPADOR AR CONDICIONADO CLASSIC 200ML ORBI 5979,S,2,2.00000,2022-12-20 09:20:00
70366,PASTILHA HONDA 06455KREK01,S,2,1.00000,2022-12-20 16:46:00
63932,FILTRO COMBUSTIVEL JD AT223493,S,18,1.00000,2022-12-21 11:06:00
30670,FILTRO COMBUSTIVEL HONDA 16910KVS611,S,18,1.00000,2022-12-21 09:19:00
01350,FILTRO COMBUSTIVEL JD DQ24057,S,18,1.00000,2022-12-21 09:19:00
01329,FILTRO COMBUSTIVEL JD RE62419,S,18,1.00000,2022-12-21 09:19:00
03260,FILTRO LUBRIFICANTE JD RE504836,S,18,1.00000,2022-12-21 11:05:00
05901,FILTRO COMBUSTIVEL JD RE522878,S,18,1.00000,2022-12-21 11:06:00
63933,FILTRO COMBUSTIVEL JD AT433554,S,18,1.00000,2022-12-21 11:06:00
52945,FILTRO COMBUSTIVEL JD RE541922,S,18,1.00000,2022-12-21 11:06:00
12132,FILTRO SECADOR JD AN204967,S,18,1.00000,2022-12-21 11:06:00
18578,FILTRO LUBRIFICANTE JD RE509672,S,18,2.00000,2022-12-21 16:20:00
02490,FILTRO AR JD AH115833,S,18,2.00000,2022-12-21 16:20:00
18576,FILTRO COMBUSTIVEL JD RE525523,S,18,2.00000,2022-12-21 16:20:00
18885,FILTRO AR JD AH212295,S,18,2.00000,2022-12-21 16:20:00
18884,FILTRO AR JD AH222225,S,18,2.00000,2022-12-21 16:20:00
01072,FILTRO HIDRAULICO JD AH128449,S,18,4.00000,2022-12-21 16:20:00
08575,FILTRO AR JD RE199682,S,18,4.00000,2022-12-21 09:47:00
12043,FILTRO AR JD RE199681,S,18,4.00000,2022-12-21 09:47:00
31674,FILTRO AR JD AH239996,S,18,6.00000,2022-12-21 16:33:00
69808,OLEO LUBRIFICANTE 10W30 4T HONDA 08233M99024,S,18,2.00000,2022-12-21 09:19:00
62434,PA BICO C/ CABO 120CM TRAMONTINA 77459/534,S,2,1.00000,2022-12-21 11:07:00
71096,"ALICATE UNIVERSAL ISOLADO 7"" VDE8250-180 GEDORE 091895",S,2,1.00000,2022-12-21 08:02:00
55484,AGUA SANITARIA QBOA 5LT,S,2,1.00000,2022-12-21 11:07:00
05969,RODO PLASTICO FLORINI 60CM,S,2,1.00000,2022-12-21 11:07:00
58781,SABONETE LIQUIDO ERVA DOCE 5LT PREMISSE DEOLINE C10304,S,2,1.00000,2022-12-21 11:07:00
64878,VASSOURAO PELO 60CM PROFISSIONAL ODIM 60115,S,2,2.00000,2022-12-21 11:07:00
55256,DESINFETANTE REMMUS 2LT,S,2,3.00000,2022-12-21 11:07:00
08954,VASSOURAO NYLON 40CM,S,2,5.00000,2022-12-21 11:07:00
85432,PAPEL HIGIENICO FOLHA DUPLA SELETTO 200MT,S,2,10.00000,2022-12-21 11:07:00
93229,PAPEL TOALHA INTERFOLHA 100% CELULOSE 19.5 X 21CM 1000FLS ECOPAPEL,S,2,10.00000,2022-12-21 11:07:00
95397,CERA LIQUIDA POLIFLOR  INCOLOR  525ML GTS 225ML,S,2,59.00000,2022-12-21 10:36:00
37072,"LUVA PVC SOLDAVEL BUCHA LATAO 25MMX3/4"" TIGRE 35247831",S,2,1.00000,2022-12-21 10:34:00
